Workno,Fname,Lastname,Password,Assets,Income,Liabilities,NetWorth,Experience,Salaries_Income
25241,BROWNING,SHEFFIELD,1090,1215825,3533436,659872,4089389,5,150000
25242,KENT,LANGSTON,1090,7994629,5517056,240854,13270831,8,250000
25243,LOZANO,MCCRACKEN,1090,33567470,2433384,696834,35304020,15,400000
25244,BARTLETT,YOST,1090,1205272,19632494,939060,19898706,8,250000
25245,PRUITT,TROTTER,1090,49925952,11877800,100574,61703178,30,500000
25246,BUCK,STORY,1090,37050814,18845503,531083,55365234,20,450000
25247,BARR,STARKS,1090,31314675,16487415,92165,47709925,20,450000
25248,GAINES,LUJAN,1090,31634307,6253018,238437,37648888,15,400000
25249,DURHAM,BLOUNT,1090,11841431,7217035,152440,18906026,8,250000
25250,GENTRY,CODY,1090,29945200,7722475,496757,37170918,15,400000
25251,MCINTYRE,RUSHING,1090,10578227,6758920,425620,16911527,8,250000
25252,SLOAN,BENOIT,1090,44538531,3390192,374289,47554434,20,450000
25253,ROCHA,HERNDON,1090,35346716,2752218,670508,37428426,15,400000
25254,MELENDEZ,JACOBSEN,1090,46521121,7536255,202204,53855172,20,450000
25255,HERMAN,NIETO,1090,29921730,14963547,686689,44198588,20,450000
25256,SEXTON,WISEMAN,1090,45564849,2754075,978987,47339937,20,450000
25257,MOON,LAYTON,1090,29230216,19926602,936775,48220043,20,450000
25258,HENDRICKS,EPPS,1090,17012691,15766934,321816,32457809,15,400000
25259,RANGEL,SHIPLEY,1090,25311338,10211069,568874,34953533,15,400000
25260,STARK,LEYVA,1090,30011683,11212127,745316,40478494,20,450000
25261,LOWERY,REEDER,1090,43842739,11764822,929351,54678210,20,450000
25262,HARDIN,BRAND,1090,23750147,14337868,419097,37668918,15,400000
25263,HULL,ROLAND,1090,24465277,16980068,736624,40708721,20,450000
25264,SELLERS,FITCH,1090,26147555,9190624,617046,34721133,15,400000
25265,ELLISON,RICO,1090,43914639,16224194,31897,60106936,30,500000
25266,CALHOUN,NAPIER,1090,36354639,10227913,918250,45664302,20,450000
25267,GILLESPIE,CRONIN,1090,30085497,3423014,119537,33388974,15,400000
25268,MORA,MCQUEEN,1090,3773653,12595469,175127,16193995,8,250000
25269,KNAPP,PAREDES,1090,23971163,15514484,4015,39481632,15,400000
25270,MCCALL,TRENT,1090,26354324,15201186,870769,40684741,20,450000
25271,MORSE,CHRISTIANSEN,1090,34197180,8586305,624703,42158782,20,450000
25272,DORSEY,SPANGLER,1090,29695581,15744978,36419,45404140,20,450000
25273,WEEKS,PETTIT,1090,42807131,17641332,481601,59966862,20,450000
25274,NIELSEN,LANGFORD,1090,14452001,3485479,898093,17039387,8,250000
25275,LIVINGSTON,BENAVIDES,1090,48599790,13647759,754138,61493411,30,500000
25276,LEBLANC,PENN,1090,22018943,1490510,732451,22777002,10,300000
25277,MCLEAN,PAIGE,1090,9807389,7220482,862066,16165805,8,250000
25278,BRADSHAW,WEIR,1090,41343615,13478027,886993,53934649,20,450000
25279,GLASS,DIETZ,1090,41106476,16055180,586501,56575155,20,450000
25280,MIDDLETON,PRATER,1090,49822729,16860590,910967,65772352,30,500000
25281,BUCKLEY,BREWSTER,1090,22953026,7114976,804752,29263250,10,300000
25282,SCHAEFER,LOUIS,1090,17781766,3351202,182117,20950851,10,300000
25283,FROST,DIEHL,1090,9231868,16504528,525308,25211088,10,300000
25284,HOWE,PACK,1090,34243937,17973331,302712,51914556,20,450000
25285,HOUSE,SPAULDING,1090,3947442,6325705,129567,10143580,6,200000
25286,MCINTOSH,ERNST,1090,32460132,17852841,470322,49842651,20,450000
25287,HO,AVILES,1090,13925130,1922092,457473,15389749,8,250000
25288,PENNINGTON,NOWAK,1090,4522558,13926360,284681,18164237,8,250000
25289,REILLY,OLVERA,1090,29894851,2643954,243941,32294864,15,400000
25290,HEBERT,ROCK,1090,19054621,1237908,888503,19404026,8,250000
25291,MCFARLAND,MANSFIELD,1090,37050474,18228395,377809,54901060,20,450000
25292,HICKMAN,AQUINO,1090,19760133,11763828,132573,31391388,15,400000
25293,NOBLE,OGDEN,1090,48718091,2292643,354091,50656643,20,450000
25294,SPEARS,STACY,1090,6609178,1847077,848428,7607827,5,150000
25295,CONRAD,RIZZO,1090,7023358,5969344,817761,12174941,8,250000
25296,ARIAS,SYLVESTER,1090,33464778,15298747,776181,47987344,20,450000
25297,GALVAN,GILLIS,1090,33926705,11307357,512567,44721495,20,450000
25298,VELAZQUEZ,SANDS,1090,2552727,13559091,908639,15203179,8,250000
25299,HUYNH,MACHADO,1090,49953723,12967993,554871,62366845,30,500000
25300,FREDERICK,LOVETT,1090,7739189,11890425,476896,19152718,8,250000
25301,RANDOLPH,DUONG,1090,13808467,17070384,313110,30565741,15,400000
25302,CANTU,HYATT,1090,27307747,7601269,696010,34213006,15,400000
25303,FITZPATRICK,LANDIS,1090,37169033,2411595,28048,39552580,15,400000
25304,MAHONEY,PLATT,1090,38780526,18878428,476915,57182039,20,450000
25305,PECK,BUSTAMANTE,1090,49020447,6252698,926115,54347030,20,450000
25306,VILLA,HEDRICK,1090,45985208,10175338,305871,55854675,20,450000
25307,MICHAEL,PRITCHETT,1090,1988409,15660932,451788,17197553,8,250000
25308,DONOVAN,GASTON,1090,34922946,18552928,931557,52544317,20,450000
25309,MCCONNELL,DOBSON,1090,18975885,17008391,550948,35433328,15,400000
25310,WALLS,CAUDILL,1090,23873097,3999646,817464,27055279,10,300000
25311,BOYLE,TACKETT,1090,22374847,5954856,647627,27682076,10,300000
25312,MAYER,BATEMAN,1090,29127944,2137115,56879,31208180,15,400000
25313,ZUNIGA,LANDERS,1090,42490547,18268468,910476,59848539,20,450000
25314,GILES,CARMONA,1090,38988680,10102796,770784,48320692,20,450000
25315,PINEDA,GIPSON,1090,31819693,11594625,990539,42423779,20,450000
25316,PACE,URIBE,1090,4716767,4087866,44027,8760606,6,200000
25317,HURLEY,MCNEILL,1090,39521813,14535093,844741,53212165,20,450000
25318,MAYS,LEDFORD,1090,11066136,16584064,590443,27059757,10,300000
25319,MCMILLAN,MIMS,1090,25293541,13951606,449775,38795372,15,400000
25320,CROSBY,ABEL,1090,26205695,13060024,490946,38774773,15,400000
25321,AYERS,GOLD,1090,15237838,13528866,241005,28525699,10,300000
25322,CASE,SMALLWOOD,1090,42029137,12731615,202485,54558267,20,450000
25323,BENTLEY,THORNE,1090,10819642,17442062,449414,27812290,10,300000
25324,SHEPARD,MCHUGH,1090,9756586,14470614,943470,23283730,10,300000
25325,EVERETT,DICKENS,1090,49244848,9169532,258766,58155614,20,450000
25326,PUGH,LEUNG,1090,35386734,19603272,947272,54042734,20,450000
25327,DAVID,TOBIN,1090,11649648,1339523,108396,12880775,8,250000
25328,MCMAHON,KOWALSKI,1090,27068920,12220019,400679,38888260,15,400000
25329,DUNLAP,MEDEIROS,1090,44810528,10576096,573656,54812968,20,450000
25330,BENDER,COPE,1090,26673699,15416817,648156,41442360,20,450000
25331,HAHN,QUEZADA,1090,24515420,4380443,16829,28879034,10,300000
25332,HARDING,KRAUS,1090,27589845,2868898,407763,30050980,15,400000
25333,ACEVEDO,OVERTON,1090,25124887,7444960,574686,31995161,15,400000
25334,RAYMOND,MONTALVO,1090,14814550,5272917,794999,19292468,8,250000
25335,BLACKBURN,STALEY,1090,25531470,14207947,439780,39299637,15,400000
25336,DUFFY,WOODY,1090,21216422,18896963,458225,39655160,15,400000
25337,LANDRY,HATHAWAY,1090,1515708,15523681,342987,16696402,8,250000
25338,DOUGHERTY,OSORIO,1090,29033127,14268678,374115,42927690,20,450000
25339,BAUTISTA,LAIRD,1090,4232208,12075081,90133,16217156,8,250000
25340,SHAH,DOBBS,1090,17141219,14242885,104396,31279708,15,400000
25341,POTTS,CAPPS,1090,15866987,6680155,646337,21900805,10,300000
25342,ARROYO,PUTNAM,1090,32069013,8069633,338912,39799734,15,400000
25343,VALENTINE,LAY,1090,29057490,13971532,840979,42188043,20,450000
25344,MEZA,FRANCISCO,1090,18412977,11692886,879629,29226234,10,300000
25345,GOULD,BERNSTEIN,1090,47362683,2711875,219075,49855483,20,450000
25346,VAUGHAN,ADAIR,1090,28536002,15779047,262450,44052599,20,450000
25347,FRY,HUTTON,1090,6635667,19222581,203299,25654949,10,300000
25348,RUSH,BURKETT,1090,22454725,11156712,177695,33433742,15,400000
25349,AVERY,RHOADES,1090,39685057,7902283,265374,47321966,20,450000
25350,HERRING,YANEZ,1090,20860743,18654850,877516,38638077,15,400000
25351,DODSON,RICHEY,1090,8656222,8935310,334456,17257076,8,250000
25352,CLEMENTS,BLEDSOE,1090,39138027,8256376,652801,46741602,20,450000
25353,SAMPSON,MCCAIN,1090,18925244,12755982,66359,31614867,15,400000
25354,TAPIA,BEYER,1090,6331499,3173031,896124,8608406,6,200000
25355,BEAN,CATES,1090,14244907,9156593,113572,23287928,10,300000
25356,LYNN,ROCHE,1090,10563518,17871601,603168,27831951,10,300000
25357,CRANE,SPICER,1090,2587289,16666169,159199,19094259,8,250000
25358,FARLEY,QUEEN,1090,33040672,18224448,197145,51067975,20,450000
25359,CISNEROS,DOTY,1090,12394185,18557331,32245,30919271,15,400000
25360,BENTON,DARLING,1090,38095588,14811107,182504,52724191,20,450000
25361,ASHLEY,DARBY,1090,32910157,12757329,164038,45503448,20,450000
25362,MCKAY,SUMNER,1090,38283649,11871265,561955,49592959,20,450000
25363,FINLEY,KINCAID,1090,14734839,2145907,289772,16590974,8,250000
25364,BEST,HAY,1090,44068786,13503390,878869,56693307,20,450000
25365,BLEVINS,GROSSMAN,1090,47181155,5650423,898443,51933135,20,450000
25366,FRIEDMAN,LACEY,1090,18749838,4081169,198760,22632247,10,300000
25367,MOSES,WILKES,1090,40813969,17903404,575336,58142037,20,450000
25368,SOSA,HUMPHRIES,1090,36722343,13145525,675621,49192247,20,450000
25369,BLANCHARD,PAZ,1090,23676633,9966862,811521,32831974,15,400000
25370,HUBER,DARNELL,1090,38104954,2673577,627059,40151472,20,450000
25371,FRYE,KEYS,1090,16354078,8646549,933828,24066799,10,300000
25372,KRUEGER,KYLE,1090,23389026,17951906,681013,40659919,20,450000
25373,BERNARD,LACKEY,1090,26581822,4906970,120901,31367891,15,400000
25374,ROSARIO,VOGT,1090,13514591,8476900,55466,21936025,10,300000
25375,RUBIO,LOCKLEAR,1090,9158282,2524079,162586,11519775,6,200000
25376,MULLEN,KISER,1090,27792598,19434235,404701,46822132,20,450000
25377,BENJAMIN,PRESLEY,1090,17575828,13713944,662059,30627713,15,400000
25378,HALEY,BRYSON,1090,16649819,16868510,445905,33072424,15,400000
25379,CHUNG,BERGMAN,1090,23906952,3677841,275192,27309601,10,300000
25380,MOYER,PEOPLES,1090,29583014,2632244,76879,32138379,15,400000
25381,CHOI,FAIR,1090,12856089,5300319,804167,17352241,8,250000
25382,HORNE,MCCLENDON,1090,9988006,6354148,244705,16097449,8,250000
25383,YU,CORLEY,1090,32392744,6769323,268182,38893885,15,400000
25384,WOODWARD,PRADO,1090,38812311,8628368,750450,46690229,20,450000
25385,ALI,CHRISTIE,1090,49792937,13407662,604055,62596544,30,500000
25386,NIXON,DELONG,1090,43283050,9682600,651558,52314092,20,450000
25387,HAYDEN,SKAGGS,1090,11719368,13487912,581212,24626068,10,300000
25388,RIVERS,DILL,1090,30940188,5250122,523767,35666543,15,400000
25389,ESTES,SHEARER,1090,36494414,12146935,589098,48052251,20,450000
25390,MCCARTY,JUDD,1090,8524443,16992768,476778,25040433,10,300000
25391,RICHMOND,STAPLETON,1090,14884923,13440244,479660,27845507,10,300000
25392,STUART,FLAHERTY,1090,11208550,15898854,931271,26176133,10,300000
25393,MAYNARD,CASILLAS,1090,25186350,11809477,881595,36114232,15,400000
25394,BRANDT,PINTO,1090,32309471,9686497,591424,41404544,20,450000
25395,OCONNELL,YOUNGBLOOD,1090,7842361,2642245,535315,9949291,6,200000
25396,HANNA,HAYWOOD,1090,8811915,4826193,151872,13486236,8,250000
25397,SANFORD,TONEY,1090,19558440,5635206,694229,24499417,10,300000
25398,SHEPPARD,RICKS,1090,25291642,17941080,536557,42696165,20,450000
25399,CHURCH,GRANADOS,1090,8274874,11912922,925026,19262770,8,250000
25400,BURCH,CRUM,1090,44271059,8875141,37588,53108612,20,450000
25401,LEVY,TRIPLETT,1090,27714585,17077702,394148,44398139,20,450000
25402,RASMUSSEN,SORIANO,1090,27368762,19059111,370896,46056977,20,450000
25403,COFFEY,WAITE,1090,12271746,9657178,518202,21410722,10,300000
25404,PONCE,HOFF,1090,7589842,11157990,71988,18675844,8,250000
25405,FAULKNER,ANAYA,1090,26964793,19219073,65489,46118377,20,450000
25406,DONALDSON,CRENSHAW,1090,41274571,2530656,417332,43387895,20,450000
25407,SCHMITT,JUNG,1090,48974948,19357111,226040,68106019,30,500000
25408,NOVAK,CANALES,1090,49596705,2528466,827441,51297730,20,450000
25409,COSTA,CAGLE,1090,12637488,15421406,821756,27237138,10,300000
25410,MONTES,DENNY,1090,26127477,8113063,586970,33653570,15,400000
25411,BOOKER,MARCUS,1090,35014155,10377362,47402,45344115,20,450000
25412,CORDOVA,BERMAN,1090,13996701,10441061,33774,24403988,10,300000
25413,WALLER,MUNSON,1090,13039167,7549817,275839,20313145,10,300000
25414,ARELLANO,OCAMPO,1090,3055354,16035663,103672,18987345,8,250000
25415,MADDOX,BAUMAN,1090,11689381,1302394,488042,12503733,8,250000
25416,MATA,CORCORAN,1090,22727419,10703662,841558,32589523,15,400000
25417,BONILLA,KEEN,1090,23302958,4560856,12686,27851128,10,300000
25418,STANTON,ZIMMER,1090,24434045,18542198,661201,42315042,20,450000
25419,COMPTON,FRIEND,1090,43117918,2904016,221175,45800759,20,450000
25420,KAUFMAN,ORNELAS,1090,46313434,12938446,565117,58686763,20,450000
25421,DUDLEY,VARNER,1090,9035704,2382253,997899,10420058,6,200000
25422,MCPHERSON,PELLETIER,1090,24504232,18408348,490151,42422429,20,450000
25423,BELTRAN,VERNON,1090,18404543,19257138,881119,36780562,15,400000
25424,DICKSON,BLUM,1090,8661950,8033331,354706,16340575,8,250000
25425,MCCANN,ALBRECHT,1090,43523623,19456098,345262,62634459,30,500000
25426,VILLEGAS,CULVER,1090,45477902,16129147,672961,60934088,30,500000
25427,PROCTOR,SCHUSTER,1090,49767432,17962884,822905,66907411,30,500000
25428,HESTER,CUELLAR,1090,24217386,19919173,612598,43523961,20,450000
25429,CANTRELL,MCCORD,1090,2843907,14153454,231353,16766008,8,250000
25430,DAUGHERTY,SHULTZ,1090,10495242,16377865,638828,26234279,10,300000
25431,CHERRY,MCRAE,1090,15173212,18967698,504928,33635982,15,400000
25432,BRAY,MORELAND,1090,18930170,4353256,138599,23144827,10,300000
25433,DAVILA,CALVERT,1090,10221670,13101628,227101,23096197,10,300000
25434,ROWLAND,WILLIAM,1090,36665585,14131684,856627,49940642,20,450000
25435,LEVINE,WHITTINGTON,1090,39268043,13438500,355946,52350597,20,450000
25436,MADDEN,ECKERT,1090,44397177,3658343,467231,47588289,20,450000
25437,SPENCE,KEENE,1090,12233770,10322259,831666,21724363,10,300000
25438,GOOD,MOHR,1090,45325699,15264338,743813,59846224,20,450000
25439,IRWIN,HANKS,1090,45925704,19040121,816940,64148885,30,500000
25440,WERNER,KIMBLE,1090,36825783,4332778,681665,40476896,20,450000
25441,KRAUSE,CAVANAUGH,1090,49206894,15851303,417225,64640972,30,500000
25442,PETTY,CROWELL,1090,46799219,8111991,782283,54128927,20,450000
25443,WHITNEY,RUSS,1090,34066860,4026505,258177,37835188,15,400000
25444,BAIRD,FELICIANO,1090,38160590,2541317,390211,40311696,20,450000
25445,HOOPER,CRAIN,1090,3620239,19583424,62087,23141576,10,300000
25446,POLLARD,BUSCH,1090,44077732,5131481,466860,48742353,20,450000
25447,ZAVALA,MCCORMACK,1090,4472729,17986749,837038,21622440,10,300000
25448,JARVIS,DRUMMOND,1090,34952070,17840105,986515,51805660,20,450000
25449,HOLDEN,OMALLEY,1090,16846845,5304059,638339,21512565,10,300000
25450,HAAS,ALDRICH,1090,2291108,17434017,510346,19214779,8,250000
25451,HENDRIX,LUKE,1090,44324593,12825287,52894,57096986,20,450000
25452,MCGRATH,GRECO,1090,43114070,8651084,355648,51409506,20,450000
25453,BIRD,MOTT,1090,33112778,15294888,129471,48278195,20,450000
25454,LUCERO,OAKES,1090,33292570,14861286,604666,47549190,20,450000
25455,TERRELL,MALLORY,1090,2244623,8854694,674430,10424887,6,200000
25456,RIGGS,MCLAIN,1090,7845085,12964335,865660,19943760,8,250000
25457,JOYCE,BURROWS,1090,13780495,5721205,399228,19102472,8,250000
25458,MERCER,OTERO,1090,11955205,12485475,1184,24439496,10,300000
25459,ROLLINS,ALLRED,1090,27626307,2980495,743382,29863420,10,300000
25460,GALLOWAY,EASON,1090,40498997,4748364,148042,45099319,20,450000
25461,DUKE,FINNEY,1090,20213222,2430548,103482,22540288,10,300000
25462,ODOM,WELLER,1090,30831042,16760431,410228,47181245,20,450000
25463,ANDERSEN,WALDRON,1090,26023372,13481730,318475,39186627,15,400000
25464,DOWNS,CHAMPION,1090,32973333,12962185,835661,45099857,20,450000
25465,HATFIELD,JEFFERS,1090,10617598,2605264,396003,12826859,8,250000
25466,BENITEZ,COON,1090,3223151,9707051,725451,12204751,8,250000
25467,ARCHER,ROSENTHAL,1090,24022889,11087114,289741,34820262,15,400000
25468,HUERTA,HUDDLESTON,1090,36428918,4517698,613603,40333013,20,450000
25469,TRAVIS,SOLANO,1090,14756773,11316406,577138,25496041,10,300000
25470,MCNEIL,HIRSCH,1090,11627845,8846143,919650,19554338,8,250000
25471,HINTON,AKINS,1090,41229988,7485581,508086,48207483,20,450000
25472,ZHANG,OLIVARES,1090,15002731,13659676,898092,27764315,10,300000
25473,HAYS,SONG,1090,19278432,10942162,253720,29966874,10,300000
25474,MAYO,SNEED,1090,45996815,19225466,581955,64640326,30,500000
25475,FRITZ,BENEDICT,1090,2243677,18315745,504553,20054869,10,300000
25476,BRANCH,BAIN,1090,7370982,3588073,299259,10659796,6,200000
25477,MOONEY,OKEEFE,1090,30364818,3137902,140967,33361753,15,400000
25478,EWING,HIDALGO,1090,27470288,14530863,362885,41638266,20,450000
25479,RITTER,MATOS,1090,16216395,17796956,165760,33847591,15,400000
25480,ESPARZA,STALLINGS,1090,48622366,7256627,953073,54925920,20,450000
25481,FREY,PARIS,1090,38960257,8612285,753514,46819028,20,450000
25482,BRAUN,GAMEZ,1090,28864923,5246820,890354,33221389,15,400000
25483,GAY,KENNY,1090,41642698,2775998,846343,43572353,20,450000
25484,RIDDLE,QUIGLEY,1090,43189070,17382433,600756,59970747,20,450000
25485,HANEY,MARRERO,1090,48651717,14055888,517153,62190452,30,500000
25486,KAISER,FAGAN,1090,7666273,8426062,485604,15606731,8,250000
25487,HOLDER,DUTTON,1090,42590298,9752620,249411,52093507,20,450000
25488,CHANEY,PAPPAS,1090,33775647,18657912,248787,52184772,20,450000
25489,MCKNIGHT,ATWOOD,1090,12510516,9616108,843550,21283074,10,300000
25490,GAMBLE,MCGOVERN,1090,2972318,2577453,120790,5428981,5,150000
25491,VANG,BAGLEY,1090,41034068,19814458,836655,60011871,30,500000
25492,COOLEY,READ,1090,46936624,5609452,657113,51888963,20,450000
25493,CARNEY,LUNSFORD,1090,6483246,17457482,742616,23198112,10,300000
25494,COWAN,MOSELEY,1090,14156196,12569462,299727,26425931,10,300000
25495,FORBES,OAKLEY,1090,13120330,16782018,872568,29029780,10,300000
25496,FERRELL,ASHBY,1090,45962336,17397326,43219,63316443,30,500000
25497,DAVIES,GRANGER,1090,36012025,17354612,574817,52791820,20,450000
25498,BARAJAS,SHAVER,1090,8544926,5921290,207669,14258547,8,250000
25499,SHEA,HOPE,1090,23592975,19437368,916283,42114060,20,450000
25500,OSBORN,COE,1090,21442162,6663585,138233,27967514,10,300000
25501,BRIGHT,BURROUGHS,1090,15409480,9214725,335044,24289161,10,300000
25502,CUEVAS,HELM,1090,19648376,13749186,54178,33343384,15,400000
25503,BOLTON,NEUMANN,1090,45958305,10834058,508837,56283526,20,450000
25504,MURILLO,AMBROSE,1090,42063680,13607509,433179,55238010,20,450000
25505,LUTZ,MICHAELS,1090,4554358,17980732,218702,22316388,10,300000
25506,DUARTE,PRESCOTT,1090,4201880,3697253,566157,7332976,5,150000
25507,KIDD,LIGHT,1090,12715188,16707974,568214,28854948,10,300000
25508,KEY,DUMAS,1090,22021961,1539997,293717,23268241,10,300000
25509,COOKE,FLOOD,1090,33458949,11172289,566855,44064383,20,450000
25510,GOFF,STRINGER,1090,29359632,8879841,773741,37465732,15,400000
25511,DEJESUS,CURRIE,1090,38191484,2093047,237396,40047135,20,450000
25512,MARIN,SMITH,1090,29232486,7476181,295110,36413557,15,400000
25513,DOTSON,JOHNSON,1090,34204482,3412205,54035,37562652,15,400000
25514,BONNER,WILLIAMS,1090,48684582,3632264,725060,51591786,20,450000
25515,COTTON,BROWN,1090,47068739,19876568,399388,66545919,30,500000
25516,MERRILL,JONES,1090,5732626,4051912,392333,9392205,6,200000
25517,LINDSAY,MILLER,1090,9103141,4635733,438727,13300147,8,250000
25518,LANCASTER,DAVIS,1090,20326690,18542696,376331,38493055,15,400000
25519,MCGOWAN,GARCIA,1090,32402392,2907146,837479,34472059,15,400000
25520,FELIX,RODRIGUEZ,1090,43704977,11951130,396840,55259267,20,450000
25521,SALGADO,WILSON,1090,17253978,7037363,220635,24070706,10,300000
25522,SLATER,MARTINEZ,1090,41044293,5640513,895412,45789394,20,450000
25523,CARVER,ANDERSON,1090,26626808,12955165,298637,39283336,15,400000
25524,GUTHRIE,TAYLOR,1090,47027959,6893950,898705,53023204,20,450000
25525,HOLMAN,THOMAS,1090,36925184,3790566,55178,40660572,20,450000
25526,FULTON,HERNANDEZ,1090,19849470,5730151,415779,25163842,10,300000
25527,SNIDER,MOORE,1090,45600147,6102146,883887,50818406,20,450000
25528,SEARS,MARTIN,1090,4989215,16517975,176367,21330823,10,300000
25529,WITT,JACKSON,1090,3979730,1274680,562091,4692319,5,150000
25530,NEWELL,THOMPSON,1090,8698342,17318809,705965,25311186,10,300000
25531,BYERS,WHITE,1090,18283508,11737527,187124,29833911,10,300000
25532,LEHMAN,LOPEZ,1090,7885247,15981313,998862,22867698,10,300000
25533,GORMAN,LEE,1090,26507314,10690647,415903,36782058,15,400000
25534,COSTELLO,GONZALEZ,1090,40784136,10146407,208305,50722238,20,450000
25535,DONAHUE,HARRIS,1090,42674820,12392577,521781,54545616,20,450000
25536,DELANEY,CLARK,1090,24585145,13786935,180156,38191924,15,400000
25537,ALBERT,LEWIS,1090,3001703,2661339,770106,4892936,5,150000
25538,WORKMAN,ROBINSON,1090,39038450,8050397,809596,46279251,20,450000
25539,ROSAS,WALKER,1090,34010939,16120427,537686,49593680,20,450000
25540,SPRINGER,PEREZ,1090,24363073,4480645,644264,28199454,10,300000
25541,KINNEY,HALL,1090,26870542,8511103,227307,35154338,15,400000
25542,JUSTICE,YOUNG,1090,13621082,7478998,935149,20164931,10,300000
25543,ODELL,ALLEN,1090,40749658,16589347,487876,56851129,20,450000
25544,LAKE,SANCHEZ,1090,8108460,6599296,823291,13884465,8,250000
25545,DONNELLY,WRIGHT,1090,12241794,13466208,532076,25175926,10,300000
25546,LAW,KING,1090,12266401,15720804,878845,27108360,10,300000
25547,DAILEY,SCOTT,1090,45382254,5176748,703025,49855977,20,450000
25548,GUEVARA,GREEN,1090,18922744,3788176,691223,22019697,10,300000
25549,SHOEMAKER,BAKER,1090,8842683,13665928,735302,21773309,10,300000
25550,BARLOW,ADAMS,1090,6808263,18303170,85699,25025734,10,300000
25551,MARINO,NELSON,1090,4623555,11734753,461657,15896651,8,250000
25552,WINTER,HILL,1090,22875796,9019172,753319,31141649,15,400000
25553,CRAFT,RAMIREZ,1090,18853549,4449198,491757,22810990,10,300000
25554,KATZ,CAMPBELL,1090,11433886,3546125,974010,14006001,8,250000
25555,PICKETT,MITCHELL,1090,23999914,11112118,59447,35052585,15,400000
25556,ESPINOSA,ROBERTS,1090,46589583,3544150,123337,50010396,20,450000
25557,MALONEY,CARTER,1090,6781688,7258492,808404,13231776,8,250000
25558,DALY,PHILLIPS,1090,11588593,5172274,432526,16328341,8,250000
25559,GOLDSTEIN,EVANS,1090,45694694,12061250,360433,57395511,20,450000
25560,CROWLEY,TURNER,1090,46208448,15887591,341340,61754699,30,500000
25561,VOGEL,TORRES,1090,3099345,6152646,978002,8273989,6,200000
25562,KUHN,PARKER,1090,20434438,2070576,6245,22498769,10,300000
25563,PEARCE,COLLINS,1090,48150916,6332740,199651,54284005,20,450000
25564,HARTLEY,EDWARDS,1090,44417271,16771957,464396,60724832,30,500000
25565,CLEVELAND,STEWART,1090,17572210,9229812,878865,25923157,10,300000
25566,PALACIOS,FLORES,1090,25422976,8182996,849181,32756791,15,400000
25567,MCFADDEN,MORRIS,1090,42096228,4091149,776861,45410516,20,450000
25568,BRITT,NGUYEN,1090,36173115,8844169,797394,44219890,20,450000
25569,WOOTEN,MURPHY,1090,12065292,3351200,369929,15046563,8,250000
25570,CORTES,RIVERA,1090,39572258,17282555,406203,56448610,20,450000
25571,DILLARD,COOK,1090,21820302,14138888,372404,35586786,15,400000
25572,CHILDERS,ROGERS,1090,18183908,9139097,381337,26941668,10,300000
25573,ALFORD,MORGAN,1090,35044041,11896164,248737,46691468,20,450000
25574,DODD,PETERSON,1090,668856,15534315,576816,15626355,8,250000
25575,EMERSON,COOPER,1090,45900832,8307589,809574,53398847,20,450000
25576,WILDER,REED,1090,36458779,11625358,736992,47347145,20,450000
25577,LANGE,BAILEY,1090,2713109,1687674,507453,3893330,4,100000
25578,GOLDBERG,BELL,1090,1712102,9528256,18314,11222044,6,200000
25579,QUINTERO,GOMEZ,1090,2356423,6330936,480979,8206380,6,200000
25580,BEACH,KELLY,1090,3114060,19573262,232044,22455278,10,300000
25581,ENRIQUEZ,HOWARD,1090,18348425,14087792,467740,31968477,15,400000
25582,QUINTANA,WARD,1090,34109302,8569908,184355,42494855,20,450000
25583,HELMS,COX,1090,9946376,6339300,396131,15889545,8,250000
25584,MACKEY,DIAZ,1090,48810288,6835515,364251,55281552,20,450000
25585,FINCH,RICHARDSON,1090,24394226,12438497,157021,36675702,15,400000
25586,CRAMER,WOOD,1090,19898838,2656448,812582,21742704,10,300000
25587,MINOR,WATSON,1090,43668226,19358279,569125,62457380,30,500000
25588,FLANAGAN,BROOKS,1090,2905313,4125257,641911,6388659,5,150000
25589,FRANKS,BENNETT,1090,24161274,10758657,167678,34752253,15,400000
25590,CORONA,GRAY,1090,42803546,12641652,116274,55328924,20,450000
25591,KENDALL,JAMES,1090,14130069,3919424,214981,17834512,8,250000
25592,MCCABE,REYES,1090,49738851,10695507,547858,59886500,20,450000
25593,HENDRICKSON,CRUZ,1090,32180071,8028959,105671,40103359,20,450000
25594,MOSER,HUGHES,1090,7155434,16916567,864564,23207437,10,300000
25595,MCDERMOTT,PRICE,1090,27269111,15021501,975674,41314938,20,450000
25596,CAMP,MYERS,1090,18984951,14358235,641261,32701925,15,400000
25597,MCLEOD,LONG,1090,549532,19467322,9771,20007083,10,300000
25598,BERNAL,FOSTER,1090,41336142,16250305,769434,56817013,20,450000
25599,KAPLAN,SANDERS,1090,27089364,18268711,743010,44615065,20,450000
25600,MEDRANO,ROSS,1090,25481867,5102716,363713,30220870,15,400000
25601,LUGO,MORALES,1090,36356694,10380335,650157,46086872,20,450000
25602,TRACY,POWELL,1090,18147706,13284252,267545,31164413,15,400000
25603,BACON,SULLIVAN,1090,1995658,4359749,296848,6058559,5,150000
25604,CROWE,RUSSELL,1090,48899162,13750546,430442,62219266,30,500000
25605,RICHTER,ORTIZ,1090,11935349,8275980,858353,19352976,8,250000
